time,x,y,z
181.989,-6.00,-2.94,1.72
181.997,-5.38,-1.47,1.06
182.005,-4.30,-0.27,0.39
182.014,-4.25,-0.26,0.23
182.022,-3.40,0.50,-0.87
182.030,-2.30,1.01,-2.27
182.039,-1.10,1.61,-3.33
182.047,-0.20,2.21,-4.15
182.056,0.11,2.56,-4.48
182.068,0.20,2.55,-4.60
182.076,-0.13,3.11,-4.22
182.082,0.23,3.37,-4.08
182.092,1.07,3.33,-3.66
182.099,1.26,3.37,-2.27
182.106,0.90,3.59,-1.20
182.113,0.74,3.73,-0.29
182.122,0.81,3.70,-0.41
182.130,1.78,3.15,0.55
182.138,3.54,2.44,1.16
182.148,4.07,1.64,0.57
182.154,4.18,0.98,-0.39
182.163,3.93,0.32,-1.09
182.171,3.86,0.29,-1.28
182.179,4.01,0.03,-0.96
182.188,3.03,-0.49,-0.37
182.197,1.64,-1.48,-0.16
182.206,0.07,-2.57,-0.33
182.213,-1.34,-3.36,-0.74
182.222,-1.35,-3.38,-0.84
182.230,-2.55,-3.81,-1.48
182.239,-3.14,-3.90,-2.55
182.247,-3.18,-3.83,-3.39
182.256,-3.66,-4.34,-3.94
182.264,-5.16,-4.76,-4.75
182.272,-5.15,-4.79,-4.85
182.281,-6.98,-4.77,-6.21
182.289,-6.64,-4.39,-8.74
182.298,-4.59,-4.40,-12.51
182.308,-0.45,-3.56,-14.79
182.315,3.07,-2.14,-14.82
182.323,3.04,-2.14,-14.80
182.332,3.58,-1.34,-13.34
182.340,1.26,-1.83,-11.03
182.353,-1.66,-2.92,-8.32
182.359,-4.15,-4.47,-5.43
182.398,-5.60,-5.81,-1.93
182.399,-5.66,-5.72,-1.69
182.400,-4.99,-5.55,2.41
182.400,-3.07,-4.19,4.78
182.401,-0.98,-2.60,5.54
182.406,-0.33,-1.83,5.63
182.414,-0.02,-1.96,5.23
182.423,0.29,-2.85,4.55
182.431,0.29,-2.82,4.79
182.439,0.98,-3.84,3.61
182.449,1.72,-4.68,2.26
182.457,2.19,-5.25,0.96
182.465,2.44,-5.30,0.56
182.474,2.46,-5.39,0.64
182.483,2.36,-5.39,0.88
182.490,2.17,-6.00,1.08
182.499,2.09,-6.21,0.72
182.507,2.34,-5.97,0.64
182.516,2.26,-4.97,2.16
182.524,2.09,-3.21,2.07
182.532,1.98,-3.24,2.24
182.541,1.62,-1.65,1.00
182.550,1.30,-0.25,0.76
182.558,0.83,1.09,1.19
182.567,0.58,2.35,0.94
182.575,-2.36,3.23,4.82
182.584,-2.35,3.17,5.01
182.592,-5.03,2.67,15.98
182.602,-6.88,2.91,15.01
182.610,-7.53,3.73,9.65
182.621,-7.99,5.32,7.87
182.626,-8.15,7.15,7.46
182.635,-8.22,7.10,7.53
182.643,-7.27,7.94,6.87
182.652,-5.44,7.71,6.73
182.660,-3.29,6.86,6.61
182.668,-1.62,5.87,6.17
182.677,-1.28,5.21,5.75
182.685,-1.29,5.21,5.03
182.694,-1.21,5.11,5.00
182.702,-0.71,5.17,4.18
182.710,0.27,4.98,3.16
182.719,1.42,4.34,1.94
182.727,2.72,2.87,-0.09
182.735,4.43,0.82,-3.04
182.744,4.51,0.85,-3.10
182.752,6.67,-1.55,-6.28
182.763,8.75,-3.73,-7.13
182.769,9.99,-5.67,-6.43
182.777,10.48,-7.62,-6.61
182.786,8.95,-9.04,-7.84
182.794,8.83,-9.02,-7.86
182.800,6.28,-9.01,-8.43
182.809,4.57,-7.33,-7.78
182.817,3.27,-4.36,-5.79
182.826,2.68,-1.06,-3.16
182.834,2.47,2.00,-1.30
182.842,2.45,1.97,-1.23
182.853,2.71,4.49,-0.18
182.860,2.85,4.87,-0.63
182.869,2.85,3.74,0.34
182.878,2.87,1.52,2.08
182.886,2.42,-1.42,5.39
182.894,2.37,-1.44,5.43
182.903,1.28,-5.35,6.12
182.912,-0.52,-7.66,6.75
182.920,-1.33,-6.82,7.50
182.928,-0.80,-4.01,8.76
182.939,-1.18,-1.56,7.64
182.945,-1.16,-1.57,7.66
182.954,-0.79,0.19,5.54
182.962,-0.73,1.46,4.72
182.971,-1.45,2.29,5.47
182.979,-3.05,2.58,6.45
182.989,-5.33,2.36,7.90
182.996,-6.06,1.31,8.10
183.004,-5.92,1.38,7.95
183.012,-5.34,-0.66,7.36
183.021,-5.48,-3.89,6.11
183.030,-6.05,-6.14,4.22
183.038,-7.09,-7.22,3.20
183.046,-7.41,-6.95,3.66
183.054,-7.23,-6.90,3.51
183.066,-7.31,-5.68,3.51
183.071,-6.42,-4.07,3.19
183.082,-4.95,-2.50,2.07
183.088,-4.00,-1.31,0.36
183.099,-3.35,-0.09,-0.90
183.102,-3.26,-0.07,-1.10
183.111,-1.72,0.85,-2.00
183.120,0.20,1.66,-2.73
183.128,1.86,2.48,-3.37
183.136,2.27,3.22,-3.73
183.144,1.70,3.57,-4.04
183.153,1.79,3.55,-4.16
183.162,1.77,3.75,-3.89
183.170,2.77,3.83,-3.19
183.178,3.37,3.75,-2.29
183.187,3.55,3.51,-1.33
183.196,3.67,3.04,-0.79
183.256,3.72,3.02,-0.92
183.256,3.77,2.59,-0.92
183.257,3.90,2.47,-1.18
183.258,3.77,2.18,-0.91
183.270,3.75,2.06,-0.42
183.272,3.48,1.76,-0.28
183.272,3.42,1.74,-0.43
183.273,2.92,0.90,-0.45
183.274,2.25,-0.05,-0.62
183.280,1.37,-1.06,-0.86
183.287,0.30,-2.07,-1.14
183.296,-0.90,-2.84,-1.35
183.304,-2.08,-3.53,-1.73
183.312,-2.12,-3.54,-1.82
183.320,-3.22,-4.26,-2.39
183.329,-3.93,-4.99,-3.04
183.337,-4.05,-5.14,-3.65
183.369,-6.51,-3.60,-8.00
183.380,-3.62,-3.43,-13.50
183.389,0.57,-3.34,-17.29
183.397,2.70,-3.24,-16.30
183.406,2.16,-3.80,-12.89
183.414,2.08,-3.75,-12.73
183.422,-0.15,-4.79,-8.91
183.430,-2.10,-5.32,-4.61
183.441,-2.99,-5.15,-0.28
183.447,-2.65,-4.26,3.45
183.456,-2.25,-3.39,5.32
183.465,-2.29,-3.34,5.59
183.472,-2.18,-2.94,6.14
183.481,-1.87,-2.99,5.59
183.489,-1.34,-3.43,4.57
183.498,-0.50,-3.86,3.66
183.505,0.33,-4.31,3.12
183.514,0.30,-4.30,3.36
183.522,0.96,-4.67,3.09
183.530,1.04,-4.91,2.48
183.539,0.98,-5.07,1.88
183.547,1.25,-5.41,2.04
183.555,2.80,-5.29,5.94
183.564,3.99,-4.21,5.69
183.572,3.87,-4.23,5.86
183.580,3.84,-3.04,2.01
183.589,3.78,-1.43,-1.63
183.597,3.52,0.13,-2.69
183.606,2.86,1.36,-0.96
183.614,2.17,2.40,1.34
183.622,2.03,2.33,1.54
183.631,0.30,2.64,4.07
183.639,-2.23,2.82,10.26
183.648,-6.65,2.58,11.82
183.657,-8.96,2.40,8.45
183.666,-8.88,3.72,7.02
183.674,-8.96,3.67,7.09
183.682,-8.51,4.91,6.87
183.690,-7.35,5.43,6.87
183.699,-5.52,5.39,7.05
183.707,-3.79,4.79,7.01
183.715,-2.80,4.14,6.88
183.724,-2.84,4.12,6.87
183.732,-2.63,3.89,6.64
183.747,-2.52,3.99,6.13
183.749,-2.15,4.26,5.51
183.759,-1.27,4.43,4.81
183.768,0.16,4.29,3.58
183.776,0.22,4.31,3.51
183.784,2.12,3.91,1.85
183.792,3.88,3.08,0.19
183.801,5.54,1.74,-1.80
183.809,6.66,-0.28,-3.65
183.820,8.19,-2.95,-5.28
183.826,8.25,-2.92,-5.31
183.835,8.68,-5.12,-4.77
183.847,8.19,-6.44,-4.96
183.852,7.23,-7.18,-6.75
183.859,5.69,-7.58,-8.92
183.868,4.12,-6.85,-9.73
183.876,3.25,-5.33,-8.57
183.884,3.17,-5.35,-8.48
183.893,2.69,-3.21,-5.79
183.901,2.40,-0.50,-3.40
183.910,3.02,2.78,-1.51
183.918,2.64,5.71,-0.67
183.927,1.71,6.59,-0.53
183.935,1.69,6.58,-0.54
183.943,1.30,5.68,1.47
183.952,1.46,3.92,3.80
183.960,1.96,0.76,4.97
183.968,0.74,-4.21,3.95
183.977,-0.34,-8.81,5.07
183.987,-0.25,-8.78,5.07
183.995,0.34,-11.05,6.35
184.003,0.36,-9.89,6.83
184.011,0.01,-6.58,6.18
184.020,-0.16,-2.03,4.91
184.029,-1.22,1.35,4.72
184.037,-1.23,1.34,4.73
184.045,-3.48,3.24,6.63
184.053,-5.02,3.82,8.04
184.062,-5.08,3.86,8.40
184.082,-4.19,3.01,8.26
184.089,-3.14,1.38,7.72
184.093,-2.99,1.44,7.51
184.097,-2.06,-0.73,6.42
184.104,-2.30,-3.29,5.18
184.117,-3.22,-4.70,3.98
184.123,-4.19,-5.22,3.01
184.129,-5.20,-4.73,3.08
184.137,-5.11,-4.69,2.93
184.147,-5.36,-3.57,2.91
184.154,-4.25,-1.99,1.85
184.163,-3.30,-0.70,0.25
184.170,-2.18,0.28,-1.55
184.181,-1.16,1.02,-3.06
184.187,-0.37,1.53,-4.14
184.196,-0.30,1.53,-4.29
184.204,0.46,2.06,-4.49
184.212,0.62,2.23,-4.81
184.221,0.34,2.24,-4.43
184.229,-0.06,2.05,-4.00
184.244,0.57,1.98,-3.37
184.249,0.67,1.96,-3.43
184.254,1.16,2.40,-2.07
184.263,0.91,2.73,-0.93
184.271,1.25,2.95,-0.15
184.280,1.79,2.93,-0.02
184.289,2.42,2.79,-0.39
184.296,2.45,2.77,-0.56
184.305,3.19,2.64,-0.86
184.313,3.78,2.48,-0.79
184.322,4.22,2.21,-0.19
184.330,4.19,1.62,0.40
184.342,3.41,0.81,0.44
184.348,3.35,0.80,0.33
184.355,2.07,-0.25,0.11
184.363,0.96,-1.20,-0.28
184.372,-0.03,-2.00,-0.73
184.380,-0.98,-2.68,-1.33
184.389,-2.12,-3.49,-2.08
184.398,-2.14,-3.51,-2.19
184.403,-3.09,-4.65,-2.99
184.412,-4.08,-5.84,-3.45
184.420,-4.38,-6.26,-3.71
184.428,-4.72,-5.48,-2.64
184.437,-5.62,-3.47,-2.21
184.447,-4.90,-1.92,-5.09
184.455,-4.81,-1.96,-5.20
184.463,-0.45,-0.96,-11.80
184.472,4.65,-0.33,-17.43
184.480,7.11,-0.41,-17.77
184.489,4.87,-1.83,-14.67
184.501,1.21,-3.64,-10.91
184.506,1.09,-3.58,-10.78
184.514,-1.33,-4.73,-6.75
184.523,-2.64,-5.19,-2.73
184.532,-3.14,-5.25,1.36
184.540,-3.10,-4.81,4.10
184.548,-2.65,-3.88,5.27
184.556,-2.68,-3.82,5.51
184.565,-2.18,-3.14,5.40
184.574,-1.92,-3.04,4.91
184.582,-2.12,-3.59,4.64
184.590,-1.92,-4.20,4.33
184.599,-0.99,-4.55,3.90
184.608,-1.00,-4.53,4.14
184.616,0.15,-4.85,3.64
184.624,1.28,-5.00,2.90
184.632,2.40,-4.92,2.15
184.641,3.25,-4.68,1.61
184.649,3.62,-4.31,1.21
184.658,3.55,-4.32,1.41
184.666,3.27,-4.16,1.39
184.674,3.92,-3.06,1.84
184.683,4.74,-1.85,3.14
184.691,4.94,-0.93,3.01
184.699,4.65,0.03,2.09
184.710,4.49,-0.00,2.25
184.716,3.80,1.11,1.47
184.724,2.32,1.91,0.32
184.733,-0.60,1.87,3.44
184.741,-4.33,1.31,7.59
184.750,-6.56,0.99,8.12
184.759,-6.94,1.72,6.32
184.767,-6.98,1.67,6.43
184.775,-6.50,3.17,6.45
184.783,-5.98,4.61,7.00
184.791,-5.56,5.31,7.45
184.800,-4.72,5.30,7.83
184.811,-3.32,5.11,8.08
184.816,-3.37,5.08,8.09
184.825,-2.42,4.61,8.01
184.833,-1.94,4.42,7.63
184.842,-2.04,4.41,7.08
184.850,-1.81,4.59,6.22
184.860,-1.37,4.67,5.54
184.867,-1.35,4.68,5.47
184.876,-0.67,4.72,4.77
184.884,0.14,4.56,3.91
184.892,0.93,4.22,2.72
184.899,1.91,3.38,0.93
184.909,3.17,1.75,-1.33
184.915,3.29,1.79,-1.41
184.923,5.01,-0.93,-4.74
184.932,6.88,-4.97,-6.90
184.940,9.89,-8.89,-7.45
184.949,11.13,-10.89,-7.85
184.958,10.51,-10.22,-9.14
184.965,10.43,-10.19,-9.16
184.974,9.52,-7.43,-9.48
184.982,8.56,-4.92,-8.29
184.990,7.15,-2.87,-6.23
184.999,5.45,-0.81,-3.68
185.007,4.34,1.51,-1.40
185.015,3.30,2.64,-0.36
185.024,3.27,2.61,-0.30
185.032,2.96,2.68,0.95
185.040,2.06,1.50,2.35
185.049,1.64,-1.39,1.78
185.057,0.48,-5.59,1.84
185.066,-2.49,-8.94,3.52
185.074,-2.50,-8.95,3.59
185.083,-5.69,-8.01,6.26
185.091,-5.70,-3.99,7.88
185.099,-4.95,-0.03,7.97
185.108,-3.83,2.71,7.89
185.116,-2.45,4.05,7.56
185.124,-2.36,4.06,7.52
185.133,-1.44,4.67,7.20
185.141,-1.06,4.45,6.91
185.150,-1.41,3.22,7.13
185.158,-2.11,1.28,7.63
185.166,-1.95,-0.75,7.21
185.175,-1.86,-0.70,7.03
185.183,-1.69,-2.78,5.23
185.194,-2.28,-4.62,3.14
185.202,-4.24,-5.52,2.39
185.210,-5.18,-5.10,3.17
185.219,-5.36,-3.53,3.18
185.228,-5.25,-3.50,3.03
185.236,-4.95,-1.85,1.96
185.244,-4.00,-0.38,1.03
185.252,-2.17,0.72,-0.66
185.261,-1.84,1.06,-2.04
185.269,-1.22,1.23,-2.39
185.277,-1.17,1.23,-2.49
185.293,-0.43,1.43,-2.27
185.297,0.14,1.47,-2.12
185.303,0.46,1.21,-2.29
185.312,0.60,1.06,-2.14
185.320,0.59,0.90,-1.82
185.329,0.83,1.18,-1.40
185.338,0.89,1.18,-1.45
185.345,1.19,0.82,-1.12
185.354,1.32,0.93,-0.93
185.362,1.27,1.26,-0.86
185.372,0.85,1.64,-1.04
185.379,0.61,1.99,-0.96
185.387,0.65,1.98,-1.03
185.396,0.30,2.16,-0.68
185.405,0.36,2.21,-0.22
185.412,0.61,2.24,0.25
185.421,0.77,2.13,0.39
185.429,0.86,1.96,0.37
185.440,0.86,1.95,0.27
185.445,0.87,1.65,0.12
185.454,0.80,1.15,-0.16
185.462,0.76,0.40,-0.05
185.470,0.89,-0.34,-0.02
185.479,0.68,-1.15,-0.42
185.487,0.67,-1.16,-0.52
185.498,0.19,-1.93,-1.24
185.505,-0.35,-2.18,-1.90
185.513,-1.05,-2.35,-2.61
185.522,-1.58,-2.46,-3.04
185.530,-2.25,-2.67,-3.44
185.539,-2.25,-2.69,-3.55
185.550,-2.63,-3.10,-3.77
185.555,-2.73,-3.41,-3.83
185.563,-2.53,-3.27,-3.70
185.572,-2.26,-2.72,-3.30
185.580,-1.44,-2.08,-3.01
185.589,0.26,-1.70,-3.45
185.598,0.34,-1.73,-3.54
185.606,2.94,-1.28,-5.61
185.614,5.64,-0.98,-9.57
185.622,6.96,-1.43,-14.08
185.631,4.98,-3.46,-15.21
185.639,1.05,-5.86,-11.82
185.648,0.93,-5.79,-11.65
185.656,-2.87,-7.10,-6.89
185.664,-4.52,-6.16,-2.06
185.673,-4.30,-4.18,1.67
185.681,-2.85,-2.09,3.66
185.689,-1.13,-0.89,4.19
185.699,-1.18,-0.86,4.40
185.706,-0.22,-0.56,4.35
185.715,-0.52,-1.22,4.18
185.723,-1.11,-2.28,3.59
185.731,-1.33,-3.40,3.21
185.739,-1.03,-4.15,2.87
185.748,-1.09,-4.14,3.11
185.754,-0.61,-4.64,3.08
185.763,0.01,-4.99,3.02
185.771,0.55,-5.18,2.74
185.779,1.13,-4.78,1.99
185.789,1.15,-4.03,1.97
185.797,1.10,-4.04,2.12
185.806,1.64,-2.66,2.93
185.814,2.36,-1.15,2.83
185.822,2.89,0.10,2.24
185.831,2.95,1.35,1.85
185.840,2.71,2.34,2.18
185.848,2.56,2.30,2.31
185.856,1.74,2.66,4.38
185.865,0.54,2.58,7.12
185.873,-2.83,1.65,9.62
185.882,-5.30,0.64,6.42
185.890,-6.35,0.66,3.73
185.898,-6.40,1.49,3.62
185.907,-6.45,1.44,3.72
185.915,-5.86,2.32,3.82
185.924,-4.74,2.83,3.99
185.932,-3.87,2.96,5.03
185.940,-3.36,2.84,5.63
185.949,-2.93,2.74,5.76
185.958,-2.96,2.72,5.75
185.966,-2.61,2.85,5.44
185.974,-2.17,2.93,5.21
185.982,-1.63,2.84,4.90
185.991,-1.04,2.80,4.69
185.999,-0.24,2.70,4.31
186.008,-0.21,2.71,4.26
186.016,0.69,2.71,3.77
186.024,1.51,2.81,3.39
186.033,2.42,2.65,3.06
186.043,3.37,2.19,2.20
186.050,4.16,1.63,1.64
186.059,4.27,1.65,1.58
186.075,5.16,0.90,0.71
186.078,5.84,-0.27,-0.50
186.084,6.76,-1.45,-2.06
186.096,7.42,-2.52,-3.52
186.100,7.81,-3.43,-5.20
186.110,7.80,-3.41,-5.25
186.117,7.75,-4.34,-7.19
186.126,7.05,-5.45,-8.81
186.137,5.77,-6.08,-9.71
186.141,4.42,-5.76,-8.71
186.149,3.19,-3.80,-6.05
186.157,3.15,-3.83,-5.90
186.166,2.97,-0.96,-3.75
186.174,1.95,2.10,-1.35
186.182,0.56,4.70,0.15
186.192,-0.83,6.44,0.75
186.200,-1.79,6.99,0.89
186.209,-2.05,5.77,0.03
186.217,-2.03,5.77,-0.00
186.227,-1.66,2.74,0.18
186.234,-0.94,-1.31,1.72
186.243,-0.35,-5.59,2.33
186.252,0.65,-9.27,2.26
186.260,1.64,-11.79,3.04
186.269,1.67,-11.76,3.03
186.278,1.82,-11.18,3.28
186.286,1.70,-7.05,4.60
186.294,1.55,-2.53,5.71
186.302,0.59,1.24,5.11
186.310,0.19,4.24,4.62
186.319,0.22,4.23,4.62
186.332,-0.02,5.80,5.91
186.337,0.51,6.04,7.02
186.344,1.09,5.39,7.04
186.353,1.21,3.96,6.66
186.361,0.67,2.22,6.20
186.369,0.74,2.26,6.04
186.380,-0.15,0.52,5.12
186.387,-1.58,-1.73,4.62
186.395,-3.29,-4.41,4.36
186.403,-4.27,-5.85,4.11
186.411,-5.20,-5.97,4.14
186.420,-5.11,-5.94,4.03
186.428,-5.85,-4.80,3.72
186.437,-6.37,-3.00,2.78
186.444,-5.65,-1.12,1.21
186.454,-4.20,0.40,-0.99
186.461,-3.38,1.06,-3.04
186.469,-2.05,1.37,-3.81
186.477,-2.04,1.37,-3.92
186.486,-0.15,1.45,-3.48
186.494,1.57,1.33,-2.60
186.503,2.22,1.01,-1.81
186.511,2.11,0.33,-1.41
186.519,1.86,-0.11,-1.09
186.528,1.92,-0.11,-1.14
186.538,1.49,-0.23,-0.83
186.546,1.55,-0.16,-0.54
186.554,1.87,0.34,-0.08
186.562,2.10,0.90,0.08
186.571,2.48,1.56,-0.09
186.579,2.53,1.55,-0.14
186.611,2.36,1.94,-0.18
186.614,2.27,2.03,-0.31
186.620,1.77,1.88,-0.51
186.629,1.14,1.68,-0.95
186.632,1.14,1.50,-1.13
186.638,1.15,1.50,-1.19
186.639,1.14,1.47,-0.88
186.644,0.90,1.37,-0.55
186.652,0.35,1.19,-0.26
186.661,0.08,0.95,0.02
186.669,-0.12,0.66,-0.02
186.680,-0.13,0.66,-0.09
186.687,-0.40,0.20,-0.71
186.695,-0.46,-0.23,-1.43
186.703,-0.41,-0.53,-2.31
186.712,-0.28,-0.57,-3.07
186.720,-0.11,-0.52,-3.63
186.729,-0.11,-0.53,-3.75
186.739,0.10,-0.41,-4.23
186.748,0.23,-0.42,-4.69
186.756,0.11,-0.55,-4.92
186.764,-0.69,-0.85,-4.92
186.772,-1.65,-1.28,-4.71
186.780,-2.48,-1.35,-4.44
186.789,-2.49,-1.35,-4.47
186.798,-2.30,-0.96,-3.88
186.806,-1.34,-0.59,-3.11
186.814,-0.05,-0.60,-2.57
186.823,1.21,-1.07,-2.31
186.831,2.21,-1.94,-2.38
186.838,2.24,-1.95,-2.43
186.846,2.92,-2.92,-2.67
186.854,3.15,-3.71,-3.33
186.862,2.48,-4.70,-4.62
186.871,1.49,-5.52,-5.54
186.879,0.60,-5.57,-5.35
186.888,0.58,-5.53,-5.18
186.896,0.16,-4.47,-4.17
186.905,0.54,-3.01,-3.07
186.913,0.65,-1.77,-1.48
186.921,1.13,-0.94,0.28
186.930,1.86,-0.28,1.72
186.939,1.80,-0.27,1.95
186.947,2.42,-0.13,2.51
186.956,2.24,-0.56,1.75
186.964,2.03,-1.21,1.06
186.972,1.82,-1.97,0.71
186.980,1.62,-2.89,1.04
186.989,1.49,-2.90,1.30
186.998,0.91,-3.83,2.26
187.007,0.63,-4.80,3.74
187.015,0.02,-5.15,4.38
187.023,-0.39,-4.42,4.19
187.031,-0.25,-3.10,3.62
187.041,-0.32,-3.13,3.76
187.049,0.20,-1.85,3.87
187.062,0.34,-0.71,4.69
187.076,0.31,0.02,6.33
187.079,0.36,0.71,6.42
187.083,0.49,1.62,6.63
187.090,0.04,2.37,6.32
187.102,-0.11,2.34,6.35
187.109,-0.81,2.69,6.80
187.115,-1.21,2.36,4.70
187.125,-1.28,1.59,1.26
187.132,-1.98,0.69,-0.54
187.145,-2.57,0.43,0.67
187.147,-2.62,0.41,0.71
187.163,-2.87,0.82,2.13
187.168,-3.05,1.29,2.80
187.173,-2.85,1.61,3.29
187.181,-2.34,1.83,3.92
187.189,-1.96,2.05,4.52
187.198,-1.94,2.05,4.49
187.206,-1.73,2.45,4.88
187.214,-1.56,2.90,5.00
187.223,-1.43,3.17,5.13
187.231,-1.13,3.27,5.15
187.241,-0.76,3.19,4.94
187.249,-0.71,3.22,4.84
187.257,-0.29,2.94,4.48
187.267,0.10,2.40,4.13
187.274,0.57,1.58,3.74
187.282,1.22,0.29,3.09
187.292,2.03,-1.82,2.34
187.300,2.15,-1.77,2.19
187.309,3.14,-4.32,1.31
187.318,4.17,-6.44,-0.60
187.325,4.77,-7.95,-5.05
187.334,6.25,-8.84,-11.29
187.343,6.97,-7.90,-12.04
187.351,6.89,-6.31,-10.34
187.360,6.96,-6.30,-10.33
187.369,7.55,-4.38,-8.05
187.376,8.67,-2.45,-5.94
187.385,10.32,-0.78,-3.94
187.393,11.72,0.17,-3.41
187.402,10.79,0.75,-3.62
187.410,10.68,0.73,-3.53
187.418,5.96,1.46,-0.29
187.502,0.49,2.25,3.79
187.503,-3.12,2.98,5.74
187.504,-5.81,3.33,6.06
187.505,-7.59,2.76,5.98
187.513,-7.58,2.75,5.98
187.515,-6.95,2.30,6.08
187.515,-6.26,1.67,5.63
187.519,-5.43,0.78,5.24
187.520,-4.81,-0.39,5.01
187.520,-4.73,-1.27,4.69
187.521,-4.67,-1.26,4.63
187.522,-4.46,-1.98,4.19
187.532,-3.35,-1.88,3.56
187.533,-1.90,-1.19,2.65
187.542,-1.44,-0.56,2.04
187.550,-1.71,-0.03,1.58
187.558,-1.68,-0.02,1.50
187.567,-1.97,0.11,0.66
187.575,-2.09,-0.52,-0.25
187.584,-2.22,-0.82,-1.22
187.594,-1.73,-1.07,-2.35
187.602,-1.44,-1.41,-2.64
187.611,-1.41,-1.39,-2.72
187.619,-1.03,-1.42,-2.78
187.628,-1.03,-1.39,-2.60
187.637,-1.34,-1.18,-2.15
187.645,-1.16,-1.33,-2.11
187.653,-1.17,-1.01,-2.28
187.662,-1.02,-0.55,-2.43
187.670,-0.96,-0.55,-2.46
187.679,-0.85,-0.13,-2.50
187.687,-0.75,0.34,-2.24
187.696,-0.45,0.79,-1.74
187.704,-0.12,1.28,-0.89
187.712,0.27,1.65,-0.03
187.721,0.31,1.64,-0.02
187.729,0.33,1.80,0.82
187.737,0.41,1.97,1.42
187.745,0.20,1.57,1.86
187.754,-0.10,1.59,1.97
187.763,-0.17,1.58,2.16
187.771,-0.14,1.58,2.14
187.779,-0.12,1.60,2.35
187.788,-0.11,1.50,2.09
187.797,-0.16,1.32,1.56
187.804,-0.09,0.93,1.07
187.813,-0.05,0.43,0.77
187.821,-0.03,0.43,0.73
187.830,0.14,-0.02,0.37
187.839,0.40,-0.41,-0.03
187.847,0.52,-0.79,-0.51
187.855,0.78,-1.14,-1.19
187.865,0.94,-1.55,-2.10
187.871,0.94,-1.55,-2.19
187.880,1.01,-1.80,-2.90
187.890,1.20,-1.84,-3.62
187.897,1.38,-1.62,-4.32
187.905,1.26,-1.35,-6.00
187.913,0.56,-1.41,-12.16
187.922,0.53,-1.41,-12.23
187.930,0.82,-1.40,-16.08
187.939,1.11,-0.97,-14.42
187.950,1.09,-1.03,-10.36
187.956,0.36,-1.87,-5.80
187.964,-0.49,-2.77,-0.91
187.972,-0.82,-3.36,3.97
187.981,-0.92,-3.38,4.32
187.988,-0.98,-3.79,6.59
187.995,-0.60,-3.74,6.87
188.004,-0.55,-3.05,6.59
188.012,-0.94,-2.46,6.22
188.020,-0.89,-1.98,5.74
188.029,-0.95,-2.00,5.82
188.039,-0.66,-1.82,5.10
188.047,-0.64,-1.84,4.37
188.055,-0.86,-1.99,4.09
188.064,-0.88,-1.87,4.48
188.072,-1.15,-1.57,4.63
188.081,-1.14,-1.58,4.69
188.089,-1.20,-1.20,4.94
188.098,-0.98,-0.61,4.74
188.106,-0.73,0.05,5.39
188.114,-0.77,0.54,6.23
188.122,-0.79,0.85,6.49
188.131,-0.80,0.84,6.49
188.138,-0.75,0.91,5.68
188.147,-0.61,1.01,4.46
188.155,-0.45,0.89,3.61
188.163,-0.20,0.72,3.15
188.171,0.41,0.63,3.20
188.180,0.41,0.63,3.17
188.190,0.96,0.66,3.53
188.198,1.31,0.65,3.31
188.207,1.67,0.75,2.48
188.215,1.99,0.55,1.23
188.223,2.06,0.36,0.47
188.232,1.86,0.08,0.59
188.242,1.82,0.10,0.50
188.249,1.50,-0.07,1.13
188.259,1.24,0.06,1.72
188.290,1.21,0.28,1.99
188.292,1.21,0.58,1.91
188.294,1.11,0.86,1.91
188.298,1.11,0.86,1.88
188.300,1.18,0.96,1.93
188.307,1.26,0.94,1.96
188.316,1.39,0.85,1.79
188.324,1.70,0.50,1.08
188.332,2.51,0.07,-2.05
188.341,2.47,0.08,-2.10
188.349,3.15,-0.23,-4.02
188.357,3.22,-0.45,-4.50
188.366,2.87,-0.58,-4.28
188.374,2.14,-0.71,-4.16
188.383,1.66,-0.60,-3.82
188.392,1.59,-0.61,-3.80
188.400,1.35,-0.35,-2.81
188.409,0.60,-0.32,-1.74
188.418,0.14,-0.39,-0.70
188.426,0.01,-0.40,0.50
188.434,0.11,-0.29,1.14
188.442,0.09,-0.30,1.17
188.451,0.15,-0.11,1.40
188.459,0.12,0.03,1.39
188.468,0.04,0.18,1.28
188.478,-0.04,0.32,1.20
188.484,0.09,0.44,1.09
188.493,0.10,0.44,1.09
188.501,0.28,0.42,0.96
188.509,0.55,0.39,0.65
188.518,0.78,0.27,0.23
188.527,1.04,0.12,-0.22
188.535,1.27,0.07,-0.55
188.543,1.71,0.14,-0.88
188.551,1.73,0.14,-0.89
188.560,2.26,0.19,-1.38
188.568,2.83,0.26,-1.44
188.577,3.13,0.26,-1.37
188.585,3.45,0.17,-1.66
188.592,3.42,0.02,-2.00
188.601,3.41,0.02,-2.01
188.609,2.63,0.14,-0.65
188.618,1.42,0.43,1.15
188.626,0.85,0.66,2.47
188.634,0.76,0.59,3.25
188.643,0.48,0.30,3.33
188.651,0.51,0.31,3.28
188.659,-0.26,-0.07,2.95
188.668,-1.23,-0.38,2.56
188.676,-1.97,-0.33,1.78
188.686,-2.67,-0.26,1.27
188.693,-3.31,-0.21,0.69
188.701,-3.29,-0.21,0.63
188.710,-4.07,-0.18,0.39
188.719,-4.90,-0.21,0.21
188.727,-5.55,-0.32,0.38
188.736,-5.53,-0.54,0.46
