time,x,y,z
13.473,1.14,-3.13,-2.36
13.483,0.95,-3.50,-2.54
13.494,0.88,-3.81,-2.56
13.513,1.44,-3.88,-3.46
13.514,2.49,-3.64,-4.70
13.514,2.81,-3.56,-5.92
13.519,2.37,-3.67,-6.40
13.529,1.63,-4.08,-5.64
13.536,1.33,-4.25,-5.77
13.545,0.54,-4.92,-4.44
13.553,-0.14,-5.54,-3.10
13.563,-0.83,-6.09,-2.15
13.569,-1.22,-6.32,-2.13
13.579,-1.18,-6.11,-2.73
13.586,-1.49,-6.28,-2.77
13.595,-1.51,-6.24,-4.04
13.603,-0.74,-6.01,-5.41
13.612,0.54,-5.57,-6.42
13.620,1.45,-5.14,-7.08
13.640,1.58,-4.74,-7.57
13.645,1.21,-4.43,-7.60
13.651,0.98,-4.28,-7.63
13.654,0.45,-3.74,-7.03
13.679,0.12,-3.25,-5.95
13.679,0.29,-2.60,-4.44
13.680,2.28,-0.86,-1.05
13.688,7.65,2.67,3.36
13.696,7.45,2.82,3.33
13.704,7.02,3.64,2.51
13.713,5.50,3.88,1.21
13.723,4.32,2.99,0.10
13.729,1.73,1.34,-0.65
13.739,-1.26,-0.16,-0.43
13.746,-1.31,-0.26,-0.38
13.757,-2.90,-1.28,0.39
13.763,-2.78,-1.33,0.98
13.785,-1.47,-0.81,1.14
13.787,-0.16,-0.55,0.57
13.795,0.43,-0.79,-0.53
13.797,0.48,-0.98,-0.45
13.818,0.71,-1.29,-1.61
13.819,0.40,-1.24,-3.52
13.822,0.70,-0.70,-4.99
13.830,1.12,0.47,-4.43
13.839,0.88,1.94,-1.88
13.847,0.88,1.96,-1.89
13.856,-0.46,2.77,0.25
13.864,-1.77,2.47,1.53
13.873,-2.63,1.70,2.03
13.882,-2.43,1.20,1.46
13.909,-1.02,1.22,0.11
13.910,-1.02,1.16,0.14
13.910,0.75,1.44,-1.54
13.914,1.56,1.39,-2.94
13.922,1.16,1.31,-3.42
13.930,0.43,1.41,-2.80
13.939,-0.32,1.35,-1.63
13.948,-0.67,1.32,-0.42
13.956,-0.67,1.36,-0.44
13.964,-0.70,1.18,0.33
13.973,-0.44,0.84,0.35
13.981,-0.09,0.67,0.22
13.989,0.27,0.82,0.39
14.000,0.57,1.00,0.80
14.007,0.52,1.03,0.79
14.032,0.75,0.94,1.09
14.034,0.81,0.77,1.11
14.035,0.73,0.66,0.93
14.067,0.55,0.60,0.48
14.067,0.39,0.60,0.29
14.068,0.39,0.58,0.30
14.069,0.27,0.59,0.23
14.074,0.11,0.57,0.14
14.083,-0.12,0.52,-0.02
14.090,-0.13,0.53,-0.22
14.100,-0.22,0.64,-0.32
14.107,-0.26,0.63,-0.31
14.116,-0.58,0.58,-0.59
14.124,-0.81,0.62,-1.10
14.133,-0.95,0.73,-1.64
14.141,-0.01,0.53,-3.77
14.149,1.18,0.61,-3.10
14.189,1.21,0.64,-3.12
14.191,0.75,0.53,-1.09
14.192,0.86,0.59,0.33
14.192,0.60,0.49,0.28
14.193,0.51,0.52,-0.48
14.200,0.64,0.77,-0.80
14.208,0.77,0.98,-0.99
14.216,0.80,1.01,-1.01
14.229,1.04,0.99,-0.74
